Department,Age,Education,Education Field,Gender,Job Involvement,Performance Rating,Marital Status,Years At Company,Training Times Last Year,Environment Satisfaction,Job Satisfaction,Work Life Balance,Monthly Income
Sales,44,5,Medical,Female,3,3,Single,5,3,4,2,2,25660
Research & Development,25,3,Medical,Male,4,3,Single,4,5,1,1,2,199260
Research & Development,33,4,Life Sciences,Male,2,3,Divorced,9,3,1,1,3,24510
Sales,35,4,Medical,Female,2,4,Single,6,5,3,1,2,94190
Sales,36,4,Marketing,Male,3,3,Married,18,2,2,4,2,86860
Research & Development,32,4,Medical,Female,3,4,Divorced,5,3,2,4,2,30380
Research & Development,30,5,Medical,Male,3,3,Divorced,5,2,2,4,2,30580
Sales,53,3,Marketing,Male,4,3,Married,5,1,1,4,3,23250
Research & Development,45,5,Technical Degree,Male,3,3,Divorced,5,2,4,1,3,20880
Sales,32,3,Marketing,Female,1,3,Married,5,4,3,3,2,30720
Research & Development,52,1,Life Sciences,Male,3,3,Married,9,2,3,4,3,50060
Sales,37,2,Life Sciences,Female,3,3,Divorced,1,2,4,3,3,42570
Research & Development,28,4,Life Sciences,Female,3,3,Divorced,5,3,2,4,3,25000
Research & Development,22,2,Life Sciences,Male,2,3,Married,2,3,4,4,1,11020
Research & Development,44,3,Medical,Female,3,3,Married,3,2,1,4,2,104530
Sales,42,4,Life Sciences,Female,2,3,Single,2,4,2,4,3,22880
Research & Development,36,3,Other,Male,2,4,Married,5,6,1,1,3,39290
Sales,25,3,Life Sciences,Female,3,3,Married,5,2,3,1,3,23110
Research & Development,35,2,Life Sciences,Female,2,3,Married,17,2,4,3,3,31400
Sales,35,2,Marketing,Female,4,3,Divorced,10,2,4,2,2,36900
Research & Development,32,3,Life Sciences,Male,3,3,Divorced,3,3,4,4,3,44500
Sales,25,3,Marketing,Female,3,3,Married,5,2,3,1,4,27560
Sales,49,3,Technical Degree,Female,3,3,Married,4,5,3,1,3,190330
Research & Development,24,5,Technical Degree,Male,3,4,Married,5,3,1,4,2,187220
Research & Development,32,5,Medical,Male,2,3,Married,10,3,2,2,3,95470
Sales,38,2,Medical,Male,4,3,Married,2,3,2,2,3,137340
Research & Development,42,1,Technical Degree,Female,3,4,Married,5,6,3,4,2,199990
Research & Development,31,3,Life Sciences,Female,3,3,Married,6,3,4,4,3,22790
Sales,29,3,Marketing,Male,3,3,Divorced,3,2,2,3,3,59160
Research & Development,53,3,Life Sciences,Male,2,3,Married,2,2,1,4,3,20890
Research & Development,35,3,Life Sciences,Male,4,3,Married,13,3,4,2,3,167920
Research & Development,37,4,Life Sciences,Female,1,3,Married,5,1,3,4,3,35640
Research & Development,53,1,Medical,Male,4,4,Single,12,2,4,4,3,44250
Research & Development,43,3,Medical,Male,3,3,Married,5,4,4,4,2,52650
Sales,47,4,Marketing,Female,3,3,Married,7,2,3,4,3,65530
Research & Development,37,5,Medical,Female,3,3,Single,10,1,1,2,3,62610
Research & Development,50,3,Medical,Female,3,4,Divorced,31,6,1,1,3,42980
Research & Development,39,3,Other,Female,2,3,Married,5,3,4,4,3,68040
Sales,33,3,Life Sciences,Male,3,3,Divorced,4,3,4,2,4,38150
Research & Development,32,1,Medical,Female,2,3,Single,1,5,1,4,1,27410
Research & Development,29,4,Life Sciences,Female,4,3,Divorced,4,2,1,4,3,66730
Research & Development,44,2,Life Sciences,Male,3,3,Married,8,6,2,1,3,76390
Sales,28,5,Life Sciences,Female,3,3,Single,4,3,1,4,3,23280
Sales,58,2,Technical Degree,Male,3,3,Divorced,1,3,4,4,2,21530
Sales,43,4,Marketing,Male,3,3,Divorced,1,4,1,2,4,48760
Research & Development,20,3,Medical,Male,1,3,Single,2,6,3,3,2,93960
Research & Development,21,3,Medical,Male,3,3,Single,1,2,3,4,2,104000
Research & Development,36,4,Medical,Male,3,3,Married,16,3,3,4,2,84740
Research & Development,47,3,Life Sciences,Male,3,4,Single,3,3,4,4,2,99810
Research & Development,22,4,Life Sciences,Female,3,3,Married,3,3,2,3,4,124900
Research & Development,41,3,Life Sciences,Female,4,3,Divorced,7,3,2,4,2,26570
Research & Development,28,3,Life Sciences,Female,3,4,Divorced,2,2,3,3,3,135910
Research & Development,39,4,Life Sciences,Female,3,3,Married,2,3,4,1,1,66960
Research & Development,27,3,Medical,Male,3,3,Single,1,5,2,3,3,20580
Research & Development,34,2,Technical Degree,Male,3,3,Divorced,1,0,2,2,3,88650
Sales,42,1,Technical Degree,Male,2,3,Single,5,2,3,3,3,59400
Sales,33,3,Marketing,Female,3,3,Single,3,4,3,1,3,59140
Research & Development,58,4,Life Sciences,Male,3,4,Divorced,6,3,3,2,3,26220
Sales,31,3,Life Sciences,Female,3,3,Married,7,2,2,3,4,121850
Research & Development,35,1,Life Sciences,Male,3,4,Married,10,3,4,4,1,106090
Research & Development,49,2,Life Sciences,Female,2,3,Married,26,3,1,2,2,43450
Research & Development,48,4,Medical,Male,3,3,Married,0,4,4,3,2,21770
Research & Development,31,2,Technical Degree,Female,3,3,Married,9,4,4,3,2,27930
Human Resources,36,4,Technical Degree,Male,2,3,Single,6,3,2,4,3,79180
Sales,38,3,Other,Male,3,3,Married,15,4,4,1,3,87890
Sales,32,3,Marketing,Male,2,3,Married,3,4,3,2,3,23890
Research & Development,25,2,Life Sciences,Male,2,3,Married,1,3,3,2,3,32120
Research & Development,40,4,Medical,Male,3,3,Divorced,1,3,1,2,2,192320
Sales,26,3,Marketing,Male,2,3,Single,7,2,3,1,3,22670
Research & Development,41,4,Medical,Male,3,3,Single,18,5,4,1,3,195170
Research & Development,36,3,Life Sciences,Female,1,3,Single,11,3,3,3,3,24360
Research & Development,19,3,Life Sciences,Male,3,3,Single,1,3,4,2,4,160640
Research & Development,20,3,Life Sciences,Female,3,3,Single,1,2,1,1,3,27070
Research & Development,31,4,Life Sciences,Male,3,3,Married,9,1,4,4,1,190680
Sales,40,3,Marketing,Male,2,3,Divorced,1,2,4,2,3,39310
Research & Development,32,3,Life Sciences,Male,3,4,Married,8,4,3,1,4,37300
Research & Development,36,3,Medical,Male,3,3,Married,16,2,3,4,3,22320
Research & Development,33,4,Medical,Female,3,3,Single,5,3,2,4,3,44650
Sales,37,4,Marketing,Female,2,3,Married,14,3,1,3,1,30720
Research & Development,45,1,Life Sciences,Male,3,3,Married,9,3,3,2,2,33190
Research & Development,29,1,Life Sciences,Male,3,3,Married,3,5,3,4,3,192020
Human Resources,35,3,Human Resources,Male,2,3,Married,5,5,3,3,3,136750
Research & Development,52,4,Other,Male,3,3,Married,9,3,4,4,2,29110
Sales,58,2,Medical,Female,1,3,Single,1,2,4,3,3,59570
Research & Development,53,3,Technical Degree,Male,3,3,Divorced,17,3,3,3,4,39200
Sales,30,4,Marketing,Male,2,3,Divorced,8,3,3,3,4,64340
Sales,38,3,Life Sciences,Male,3,4,Single,5,2,3,4,3,100480
Sales,35,2,Life Sciences,Female,1,3,Divorced,10,2,4,4,3,109380
Sales,39,1,Marketing,Male,2,3,Single,8,2,1,3,3,23400
Research & Development,40,4,Life Sciences,Male,3,3,Single,1,2,2,2,2,65450
Research & Development,47,4,Life Sciences,Male,3,3,Divorced,19,3,3,3,4,69310
Sales,36,1,Life Sciences,Male,3,3,Divorced,7,3,1,4,3,48980
Research & Development,31,4,Medical,Male,3,4,Single,3,2,3,1,3,25930
Sales,33,3,Other,Male,3,3,Single,10,4,4,3,3,194360
Human Resources,29,5,Life Sciences,Male,2,3,Single,0,2,4,1,3,27230
Research & Development,33,2,Technical Degree,Male,3,3,Single,3,3,2,4,3,34790
Research & Development,45,1,Medical,Female,3,3,Divorced,5,2,4,4,3,27940
Sales,50,1,Life Sciences,Female,2,4,Divorced,5,2,4,4,2,52490
Sales,33,3,Marketing,Male,2,3,Married,6,2,3,2,3,21760
Sales,41,3,Other,Male,3,3,Divorced,18,2,1,3,4,168720
Research & Development,27,4,Other,Male,3,3,Married,2,2,3,2,3,34850
Sales,45,3,Medical,Female,4,3,Married,9,3,4,1,3,66440
Sales,47,4,Medical,Female,3,3,Single,9,3,4,4,3,55820
Sales,30,3,Life Sciences,Male,2,3,Married,5,5,1,3,3,40000
Research & Development,50,3,Technical Degree,Female,3,3,Married,12,3,4,3,3,134960
Research & Development,38,3,Technical Degree,Male,2,3,Married,2,5,3,3,2,32100
Research & Development,46,3,Medical,Female,3,3,Divorced,8,2,4,3,3,190450
Sales,24,3,Life Sciences,Female,3,3,Divorced,4,3,4,3,3,118490
Sales,35,3,Medical,Male,2,3,Divorced,4,1,3,2,1,20700
Research & Development,31,2,Technical Degree,Male,3,3,Married,4,3,3,1,3,65020
Sales,18,4,Other,Male,3,3,Single,0,3,2,4,3,32300
Sales,54,3,Medical,Female,3,3,Married,10,2,3,3,3,136030
Research & Development,35,4,Medical,Female,3,3,Divorced,16,3,3,3,2,119960
Research & Development,30,3,Life Sciences,Female,2,3,Married,8,0,2,1,2,56050
Research & Development,20,2,Life Sciences,Female,3,3,Single,1,3,4,1,3,63970
Research & Development,30,4,Medical,Male,3,3,Single,3,3,2,2,3,191440
Sales,26,3,Marketing,Female,3,4,Married,8,2,4,4,3,175840
Research & Development,22,3,Other,Male,3,4,Married,4,2,2,1,2,49070
Human Resources,48,4,Medical,Male,3,3,Single,2,3,1,3,3,45540
Sales,48,3,Medical,Male,3,3,Single,15,1,3,3,3,54150
Research & Development,41,3,Life Sciences,Male,3,3,Single,2,3,4,3,3,47410
Sales,39,3,Life Sciences,Male,4,3,Married,21,3,4,4,3,21150
Research & Development,27,3,Life Sciences,Male,3,3,Married,3,0,1,4,3,31610
Sales,35,3,Medical,Male,3,3,Divorced,3,4,2,4,2,57450
Research & Development,42,4,Other,Male,4,3,Married,1,3,4,3,2,23730
Sales,50,3,Medical,Male,4,4,Married,1,3,1,4,3,33100
Research & Development,59,4,Medical,Female,2,3,Single,5,3,3,4,3,186650
Sales,37,3,Marketing,Male,4,3,Married,1,2,1,2,1,44850
Research & Development,55,2,Life Sciences,Female,2,3,Married,8,2,3,2,3,27890
Research & Development,41,1,Life Sciences,Male,3,3,Divorced,21,0,2,3,3,58280
Research & Development,38,2,Other,Female,4,3,Single,1,3,2,4,3,23260
Research & Development,26,1,Life Sciences,Female,2,3,Single,2,4,2,1,3,135250
Research & Development,52,4,Medical,Female,4,3,Married,32,2,1,4,3,14200
Research & Development,44,3,Life Sciences,Female,3,3,Married,12,2,4,4,3,80200
Human Resources,50,2,Life Sciences,Male,2,3,Married,18,3,4,3,3,36880
Sales,36,4,Technical Degree,Male,3,3,Single,17,3,3,1,3,54820
Sales,39,3,Marketing,Male,4,3,Single,21,3,4,1,3,160150
Sales,33,2,Technical Degree,Male,3,3,Single,2,3,2,4,2,12000
Research & Development,45,2,Other,Male,2,3,Married,9,2,4,4,4,56610
Research & Development,32,3,Medical,Male,1,4,Single,8,6,4,3,3,69290
Sales,34,4,Marketing,Male,2,3,Divorced,15,5,2,4,2,96130
Research & Development,59,3,Life Sciences,Male,3,3,Married,6,6,2,4,1,56740
Research & Development,45,1,Medical,Male,3,4,Single,6,6,2,2,3,54840
Sales,53,2,Medical,Male,4,4,Married,15,2,3,2,3,120610
Research & Development,36,2,Life Sciences,Female,3,3,Divorced,1,3,1,3,2,56600
Sales,26,3,Life Sciences,Male,3,3,Married,3,2,1,1,3,48210
Research & Development,34,2,Life Sciences,Male,2,3,Married,1,5,3,3,3,64100
Research & Development,28,3,Other,Male,4,3,Married,1,1,4,2,3,52100
Sales,38,4,Medical,Male,1,3,Married,2,4,3,3,3,26950
Research & Development,50,4,Life Sciences,Male,3,3,Married,8,2,2,3,2,118780
Research & Development,37,3,Life Sciences,Male,3,4,Single,4,6,4,2,2,170680
Human Resources,40,3,Medical,Male,3,3,Married,7,2,3,1,2,24550
Research & Development,26,3,Medical,Male,2,3,Divorced,5,1,1,3,3,139640
Research & Development,46,1,Medical,Female,2,3,Divorced,2,2,4,4,3,49410
Research & Development,54,3,Medical,Female,3,3,Married,9,0,3,3,3,24780
Research & Development,56,2,Life Sciences,Female,3,3,Married,5,4,1,3,3,52280
Research & Development,36,2,Life Sciences,Female,3,3,Single,14,3,4,4,2,44780
Research & Development,55,3,Medical,Female,2,3,Single,9,2,3,1,4,75470
Sales,43,2,Life Sciences,Male,2,4,Divorced,1,2,3,4,3,50550
Sales,20,3,Marketing,Male,2,4,Single,2,3,4,4,3,34640
Research & Development,21,4,Life Sciences,Male,3,3,Single,1,2,3,1,2,57750
Sales,46,3,Marketing,Female,3,3,Divorced,16,6,4,1,3,89430
Sales,51,3,Medical,Female,3,4,Married,10,2,1,3,4,192720
Research & Development,28,4,Life Sciences,Female,2,3,Single,10,4,2,1,2,52380
Research & Development,26,4,Medical,Female,1,3,Married,5,3,1,1,3,46820
Research & Development,30,3,Medical,Female,3,3,Married,6,6,3,1,2,183000
Sales,41,4,Life Sciences,Female,4,3,Married,10,2,2,3,3,52570
Research & Development,38,3,Technical Degree,Male,3,3,Married,19,3,3,3,2,63490
Sales,40,4,Marketing,Male,3,3,Married,11,2,1,4,3,48690
Sales,27,3,Technical Degree,Female,2,3,Married,3,3,1,3,3,99850
Research & Development,55,5,Life Sciences,Male,3,3,Married,3,1,4,2,3,36970
Research & Development,28,3,Life Sciences,Male,4,3,Single,8,1,3,3,4,74570
Research & Development,44,4,Life Sciences,Female,3,3,Married,20,3,2,1,3,21190
Sales,33,4,Marketing,Female,3,3,Divorced,3,3,4,4,3,39830
Sales,35,4,Life Sciences,Male,2,4,Single,8,3,4,1,3,61180
Research & Development,33,2,Life Sciences,Female,3,3,Single,13,3,1,3,3,62140
Human Resources,28,1,Human Resources,Male,3,3,Divorced,4,2,1,3,2,63470
Sales,34,4,Marketing,Male,3,3,Single,6,5,1,4,2,115100
Research & Development,37,4,Life Sciences,Male,2,4,Divorced,1,6,4,4,3,71430
Human Resources,25,4,Human Resources,Female,2,3,Married,7,3,4,4,4,82680
Sales,26,2,Marketing,Male,4,3,Divorced,1,3,1,3,2,80950
Research & Development,33,2,Life Sciences,Male,3,3,Single,2,2,1,2,3,29040
Research & Development,42,1,Life Sciences,Male,2,3,Married,22,2,4,1,3,60320
Research & Development,28,3,Life Sciences,Male,3,3,Divorced,1,3,1,2,3,29760
Research & Development,50,4,Medical,Male,3,3,Single,0,3,4,3,3,159920
Sales,33,3,Medical,Female,2,3,Married,3,2,4,2,3,46490
Sales,34,1,Marketing,Female,3,4,Married,0,3,3,4,3,26960
Sales,48,1,Life Sciences,Male,3,3,Single,5,3,1,4,2,23700
Research & Development,45,3,Medical,Female,3,3,Married,15,2,2,3,3,125040
Sales,52,3,Life Sciences,Male,3,3,Single,8,6,2,2,3,59740
Research & Development,38,2,Medical,Male,2,3,Divorced,8,3,3,3,3,47360
Research & Development,29,3,Medical,Female,4,3,Divorced,7,3,3,4,3,52960
Human Resources,28,3,Human Resources,Female,3,3,Divorced,9,2,4,2,2,67810
Research & Development,46,4,Medical,Male,3,3,Married,12,3,1,3,3,21740
Research & Development,38,4,Medical,Male,3,4,Single,1,2,4,2,3,66530
Research & Development,43,3,Medical,Female,3,3,Married,8,3,3,1,3,96990
Sales,39,3,Marketing,Male,3,3,Divorced,18,2,1,4,3,67550
Research & Development,40,1,Life Sciences,Male,3,3,Single,20,4,3,3,4,22130
Research & Development,21,4,Life Sciences,Female,2,3,Single,2,3,4,2,4,26100
Research & Development,39,3,Life Sciences,Male,3,3,Single,5,2,3,2,2,28510
Research & Development,36,3,Medical,Male,4,3,Single,11,4,1,4,3,34520
Research & Development,31,3,Life Sciences,Male,3,3,Married,2,5,3,4,3,52580
Sales,28,4,Marketing,Male,3,3,Married,5,4,1,2,1,93550
Research & Development,35,2,Other,Female,3,3,Divorced,5,2,4,4,3,104960
Sales,49,2,Medical,Female,2,4,Married,9,1,4,2,3,63800
Sales,34,1,Technical Degree,Male,2,3,Single,3,3,4,3,2,26570
Research & Development,29,4,Medical,Male,1,3,Divorced,7,2,4,2,2,27160
Sales,42,2,Life Sciences,Female,4,3,Single,1,3,2,4,3,22010
Sales,29,2,Other,Female,1,4,Married,10,2,2,4,2,65400
Research & Development,38,3,Medical,Female,2,3,Married,7,2,3,3,4,38160
Sales,28,4,Life Sciences,Male,3,3,Divorced,3,2,3,3,3,52530
Research & Development,18,4,Medical,Male,4,3,Single,0,5,3,3,3,109650
Research & Development,33,2,Life Sciences,Male,2,3,Single,5,2,1,1,3,49360
Research & Development,41,2,Medical,Male,3,3,Married,1,3,2,4,3,25430
Sales,31,3,Technical Degree,Female,4,3,Married,2,3,3,3,2,53040
Research & Development,37,3,Life Sciences,Male,3,3,Divorced,6,2,3,4,3,166590
Research & Development,27,2,Medical,Female,3,3,Married,4,2,4,3,3,42600
Sales,34,1,Marketing,Female,3,3,Married,6,2,2,3,2,24760
Research & Development,35,3,Life Sciences,Female,2,3,Single,5,3,3,3,1,31020
Research & Development,29,3,Life Sciences,Male,1,3,Married,11,5,4,1,1,22440
Research & Development,40,4,Medical,Male,1,3,Single,18,0,2,3,2,75960
Sales,42,4,Life Sciences,Male,1,3,Single,21,3,3,1,2,22850
Research & Development,42,2,Life Sciences,Male,2,4,Single,6,3,2,1,4,30340
Research & Development,35,3,Medical,Male,3,4,Married,8,0,4,3,3,57150
Sales,24,4,Life Sciences,Female,3,3,Single,4,3,4,2,3,25760
Research & Development,28,4,Life Sciences,Male,1,3,Married,1,3,3,4,2,41970
Research & Development,26,4,Life Sciences,Male,3,4,Married,8,3,1,4,3,143360
Research & Development,30,2,Life Sciences,Female,3,3,Married,10,3,3,4,3,34480
Research & Development,40,4,Life Sciences,Male,3,4,Married,1,2,3,4,1,194060
Research & Development,35,5,Medical,Female,3,3,Divorced,7,3,3,2,4,65380
Research & Development,34,2,Life Sciences,Male,3,3,Single,13,2,4,1,3,43060
Research & Development,35,3,Medical,Female,3,3,Married,2,2,4,4,4,22580
Sales,43,3,Marketing,Female,3,3,Single,4,3,1,3,2,45220
Research & Development,32,2,Other,Female,2,3,Divorced,1,5,3,1,3,44870
Research & Development,56,2,Other,Male,1,3,Divorced,5,3,4,1,3,44490
Research & Development,29,1,Life Sciences,Male,3,4,Married,10,1,2,4,3,22180
Research & Development,19,4,Life Sciences,Male,3,3,Single,1,2,3,1,3,191970
Research & Development,45,3,Life Sciences,Female,3,3,Married,3,4,1,3,2,132120
Research & Development,37,4,Life Sciences,Male,1,3,Married,14,1,4,4,2,65770
Research & Development,20,3,Medical,Male,3,3,Single,2,5,1,3,2,83920
Human Resources,44,2,Human Resources,Male,1,3,Single,6,2,3,3,3,45580
Research & Development,53,4,Life Sciences,Male,2,3,Divorced,7,3,4,3,3,40310
Research & Development,29,3,Medical,Male,3,3,Married,5,3,2,4,2,79690
Research & Development,22,4,Medical,Male,2,4,Married,0,5,3,4,3,26540
Research & Development,46,3,Life Sciences,Male,3,3,Married,26,4,3,1,3,165550
Research & Development,44,3,Life Sciences,Male,3,3,Single,0,4,4,3,3,45560
Research & Development,33,4,Life Sciences,Female,1,3,Married,5,6,2,3,3,60910
Research & Development,41,3,Life Sciences,Male,4,3,Divorced,1,2,1,1,1,195660
Sales,30,3,Marketing,Male,2,3,Divorced,4,3,3,1,3,48100
Sales,40,3,Medical,Male,4,3,Married,0,5,2,2,3,45230
Research & Development,50,4,Life Sciences,Female,3,4,Married,2,2,4,1,3,32020
Research & Development,28,3,Technical Degree,Male,3,3,Married,6,4,4,1,3,23510
Research & Development,46,4,Other,Male,3,4,Married,4,2,4,2,3,17020
Sales,35,4,Marketing,Male,2,4,Married,7,3,3,1,3,180410
Human Resources,24,4,Human Resources,Male,3,3,Married,1,5,4,2,1,28860
Research & Development,33,2,Medical,Female,2,3,Married,10,5,2,3,2,20970
Research & Development,36,2,Medical,Male,4,3,Divorced,7,6,3,3,3,119350
Sales,30,3,Marketing,Male,3,3,Divorced,10,2,3,3,2,25460
Research & Development,44,4,Medical,Male,1,3,Single,20,3,4,4,3,25640
Research & Development,20,4,Medical,Male,2,3,Single,2,2,3,4,3,84120
Sales,46,1,Medical,Female,3,4,Divorced,6,3,4,4,2,141180
Research & Development,42,4,Medical,Male,2,3,Married,4,3,4,1,4,170460
Sales,60,2,Life Sciences,Male,3,3,Divorced,11,3,2,4,3,25640
Sales,32,3,Life Sciences,Female,3,3,Married,2,3,3,2,3,102660
Research & Development,32,3,Life Sciences,Female,3,3,Single,8,6,4,3,3,50700
Sales,36,2,Marketing,Male,2,3,Divorced,7,2,3,1,3,178610
Sales,33,2,Marketing,Male,3,3,Married,14,0,1,4,3,42300
Research & Development,40,3,Medical,Female,1,3,Divorced,5,2,2,2,4,37800
Research & Development,25,2,Medical,Female,3,4,Single,4,0,3,4,3,27680
Sales,30,3,Marketing,Female,2,3,Married,11,2,4,2,3,90710
Human Resources,42,2,Medical,Male,3,3,Married,1,1,1,1,3,106480
Research & Development,35,1,Life Sciences,Male,2,4,Married,13,4,3,4,2,136100
Research & Development,27,3,Life Sciences,Male,3,4,Married,9,2,1,1,2,34080
Research & Development,54,2,Medical,Male,2,3,Divorced,5,2,4,3,1,29830
Human Resources,44,4,Life Sciences,Male,3,4,Married,10,3,1,4,3,76320
Sales,19,2,Other,Male,3,3,Single,1,2,1,2,4,98240
Research & Development,29,4,Life Sciences,Male,3,4,Divorced,3,3,1,4,3,99500
Research & Development,54,4,Life Sciences,Male,3,3,Married,10,2,4,4,3,20930
Research & Development,31,3,Life Sciences,Male,3,3,Married,6,1,3,1,2,99800
Sales,31,1,Marketing,Female,4,3,Single,10,3,3,1,3,38940
Research & Development,59,4,Technical Degree,Male,3,3,Single,6,3,3,4,3,40510
Research & Development,43,2,Life Sciences,Male,3,3,Married,8,3,3,4,3,168350
Sales,49,4,Life Sciences,Male,2,3,Married,1,2,1,3,4,62300
Sales,36,2,Marketing,Female,3,3,Married,11,3,3,2,2,47170
Research & Development,48,4,Life Sciences,Female,4,3,Single,1,2,4,2,2,132370
Research & Development,27,4,Life Sciences,Male,3,3,Divorced,5,2,1,3,3,37550
Sales,29,4,Medical,Male,3,3,Divorced,6,3,3,4,3,65820
Sales,48,1,Marketing,Male,3,3,Single,1,2,4,4,4,74060
Research & Development,29,3,Technical Degree,Female,3,3,Divorced,7,2,4,4,2,48050
Sales,34,4,Medical,Female,3,3,Married,1,3,3,3,2,27410
